Wall time,Step,Value
1685913279.9572558,1999,0.2512894570827484
1685913280.1829693,2019,0.5416335463523865
1685913280.6169543,2059,0.20516270399093628
1685913281.0550768,2099,0.2577221095561981
1685913281.2837677,2119,0.20311322808265686
1685913281.5098703,2139,0.2404443919658661
1685913282.2018995,2199,0.24820482730865479
1685913282.4442775,2219,0.23572449386119843
1685913283.1520824,2279,0.23465752601623535
1685913283.8291397,2339,0.23309823870658875
1685913284.049917,2359,0.21292948722839355
1685913284.275559,2379,0.24549543857574463
1685913284.486051,2399,0.22047759592533112
1685913284.7054496,2419,0.25452369451522827
1685913285.4061494,2479,0.20638231933116913
1685913285.6206987,2499,0.26409798860549927
1685913285.8612044,2519,0.3384929597377777
1685913286.0764751,2539,0.3411749005317688
1685913286.32222,2559,0.6745814681053162
1685913286.780873,2599,0.25886836647987366
1685913287.0052073,2619,0.33792731165885925
1685913287.6999893,2679,0.24516737461090088
1685913288.377398,2739,0.24271327257156372
1685913288.6166384,2759,0.22729544341564178
1685913289.0619838,2799,0.2294565737247467
1685913289.5116847,2839,0.29398366808891296
1685913289.7351546,2859,0.33407968282699585
1685913290.0201628,2879,0.22188900411128998
1685913290.3052495,2899,0.41472822427749634
1685913290.5901704,2919,0.23151220381259918
1685913290.8839722,2939,0.2558206617832184
1685913291.4538121,2979,0.2252194881439209
1685913291.741573,2999,0.2899938225746155
1685913292.0231075,3019,0.20539596676826477
1685913292.3166592,3039,0.2031058818101883
1685913292.8902504,3079,0.2274048775434494
1685913293.1682582,3099,0.2524181604385376
1685913293.4725966,3119,0.5174440741539001
1685913294.0392766,3159,0.20907868444919586
1685913294.3386664,3179,0.1892765611410141
1685913294.6216187,3199,0.21401457488536835
1685913295.1924827,3239,0.23251888155937195
1685913295.4785068,3259,0.3339674174785614
1685913296.044958,3299,0.24392442405223846
1685913296.3200848,3319,0.22935785353183746
1685913296.8921657,3359,0.7090620398521423
1685913297.1824067,3379,0.24313558638095856
1685913297.4488578,3399,0.17536719143390656
1685913298.0158837,3439,0.18243688344955444
1685913298.296529,3459,0.25521573424339294
1685913299.136373,3519,0.2158871740102768
1685913299.4079318,3539,0.2503048777580261
1685913306.0771685,3559,0.2094210535287857
1685913306.391152,3579,0.24313920736312866
1685913306.9607706,3619,0.22300438582897186
1685913307.2337155,3639,0.44613486528396606
1685913307.8013706,3679,0.4512920379638672
1685913308.3577294,3719,0.32362791895866394
1685913308.662719,3739,0.2261921465396881
1685913308.9278738,3759,0.21264424920082092
1685913309.1998634,3779,0.19636450707912445
1685913309.7466455,3819,0.23963485658168793
1685913310.013765,3839,0.23295138776302338
1685913310.8484404,3899,0.22964006662368774
1685913311.9547954,3979,0.23981228470802307
1685913312.2262504,3999,0.19210927188396454
1685913313.1200979,4059,0.352851003408432
1685913313.397522,4079,0.2159566879272461
1685913313.9621847,4119,0.1818786859512329
1685913314.2343395,4139,0.20333212614059448
1685913314.519464,4159,0.18762145936489105
1685913314.791775,4179,0.41781842708587646
1685913315.080911,4199,0.17938350141048431
1685913315.9551156,4259,0.29369932413101196
1685913316.2329926,4279,0.16661380231380463
1685913316.5067105,4299,0.34998899698257446
1685913316.7684789,4319,0.257677286863327
1685913317.6217778,4379,0.16871371865272522
1685913317.908427,4399,0.20046594738960266
1685913318.1909637,4419,0.22656908631324768
1685913318.4773862,4439,0.1760045737028122
1685913318.7443929,4459,0.22414276003837585
1685913319.0234022,4479,0.215355783700943
1685913319.6402178,4519,0.24133168160915375
1685913319.9017687,4539,0.23133978247642517
1685913320.1996882,4559,0.16658611595630646
1685913320.7371016,4599,0.32413315773010254
1685913321.0017943,4619,0.32407820224761963
1685913321.3042526,4639,0.2413402795791626
1685913321.5875893,4659,0.2147664576768875
1685913321.8801687,4679,0.20511703193187714
1685913322.1537988,4699,0.2016764134168625
1685913322.4272072,4719,0.20451225340366364
1685913322.9563897,4759,0.18098221719264984
1685913323.2618735,4779,0.21367070078849792
1685913323.8024597,4819,0.2035805881023407
1685913324.9350102,4899,0.219779372215271
1685913325.228782,4919,0.3622935116291046
1685913325.7690609,4959,0.22868672013282776
1685913326.048582,4979,0.2587128281593323
1685913326.3510118,4999,0.3379361033439636
1685913326.6225977,5019,0.33504268527030945
1685913326.9098082,5039,0.1612069010734558
1685913327.1954763,5059,0.8432155251502991
1685913327.4619594,5079,0.1885901689529419
1685913327.9981287,5119,0.239826962351799
1685913328.8798337,5179,0.2116170972585678
1685913329.1703815,5199,0.1889229416847229
1685913329.4503264,5219,0.3209209144115448
1685913329.7464087,5239,0.3382836580276489
1685913330.2749898,5279,0.2898763120174408
1685913330.8438904,5319,0.21206913888454437
1685913337.8293195,5359,0.23151572048664093
1685913338.3720622,5399,0.2901823818683624
1685913338.9541008,5439,0.2056988626718521
1685913339.2363718,5459,0.4446682035923004
1685913339.5097408,5479,0.1746232658624649
1685913339.7786238,5499,0.1947668194770813
1685913340.0592012,5519,0.21266783773899078
1685913340.5967064,5559,0.19430047273635864
1685913340.877677,5579,0.1861822009086609
1685913341.4260285,5619,0.2493278682231903
1685913341.7174373,5639,0.18547850847244263
1685913341.9928195,5659,0.18356741964817047
1685913342.5428293,5699,0.19414740800857544
1685913343.9361308,5799,0.19269181787967682
1685913344.4957757,5839,0.1881781965494156
1685913344.7691476,5859,0.20857805013656616
1685913345.3526835,5899,0.184958815574646
1685913345.623997,5919,1.4283241033554077
1685913345.9023147,5939,0.18348778784275055
1685913346.1814947,5959,0.22660067677497864
1685913346.4507082,5979,0.265960156917572
1685913346.7447004,5999,0.20802149176597595
1685913347.0173995,6019,0.22137901186943054
1685913347.279335,6039,0.2164318859577179
1685913347.5716043,6059,0.19493690133094788
1685913347.855875,6079,0.21268686652183533
1685913348.9932709,6159,0.16949458420276642
1685913349.280944,6179,0.2299867868423462
1685913349.8350098,6219,0.17455355823040009
1685913350.677568,6279,0.2159646451473236
1685913351.7880025,6359,0.23820793628692627
1685913352.0533664,6379,0.18066130578517914
1685913352.3721974,6399,0.245925635099411
1685913352.6369016,6419,0.17634645104408264
1685913353.196379,6459,0.21771760284900665
1685913353.4828515,6479,0.21525247395038605
1685913353.7784708,6499,0.21233469247817993
1685913354.0588562,6519,0.1746230572462082
1685913354.3361688,6539,0.18975721299648285
1685913354.621449,6559,0.24657222628593445
1685913355.4595764,6619,0.1718863844871521
1685913355.7273748,6639,0.29092922806739807
1685913356.290486,6679,0.1771031767129898
1685913356.8616798,6719,0.19989509880542755
1685913357.3999228,6759,0.15548357367515564
1685913357.9708884,6799,0.18472279608249664
1685913358.5698485,6839,0.16932085156440735
1685913358.8510647,6859,0.2117665410041809
1685913359.1416354,6879,0.21709491312503815
1685913359.416464,6899,0.44071948528289795
1685913359.6787899,6919,0.1827366203069687
1685913359.9741244,6939,0.16469448804855347
1685913360.2502995,6959,0.17244213819503784
1685913360.5448806,6979,0.19125986099243164
1685913360.8253708,6999,0.20707111060619354
1685913361.3747795,7039,0.21364323794841766
1685913361.9485238,7079,0.15228894352912903
1685913362.2559187,7099,0.17597705125808716
1685913369.2747045,7139,0.22546596825122833
1685913369.86404,7179,0.1698072999715805
1685913370.1454709,7199,0.17937910556793213
1685913370.4310641,7219,0.24262553453445435
1685913370.7162118,7239,0.18475066125392914
1685913371.0024014,7259,0.20417091250419617
1685913371.2812977,7279,0.18152901530265808
1685913371.560114,7299,0.19470469653606415
1685913371.8230553,7319,0.251429945230484
1685913372.116301,7339,0.19412879645824432
1685913372.4071634,7359,0.16671282052993774
1685913372.6638036,7379,0.19875624775886536
1685913373.2183113,7419,0.25685915350914
1685913373.5253012,7439,0.2841385006904602
1685913374.0810494,7479,0.1904476135969162
1685913374.667605,7519,0.2065448760986328
1685913374.9629128,7539,0.17052672803401947
1685913375.2314978,7559,0.1737692654132843
1685913375.520968,7579,0.17586565017700195
1685913375.8062215,7599,0.1646622270345688
1685913376.332116,7639,0.21066461503505707
1685913376.6323533,7659,0.158138245344162
1685913377.1955104,7699,0.2004755586385727
1685913377.5100691,7719,0.19364359974861145
1685913377.7881918,7739,0.145010307431221
1685913378.07932,7759,0.19187913835048676
1685913378.341096,7779,0.1308552324771881
1685913378.9089885,7819,0.2370288223028183
1685913379.222655,7839,0.19431054592132568
1685913379.5084107,7859,0.16683802008628845
1685913379.775212,7879,0.16957081854343414
1685913380.643464,7939,0.2007879614830017
1685913381.192295,7979,0.15803642570972443
1685913381.499555,7999,0.18784433603286743
1685913382.0603025,8039,0.1693887710571289
1685913382.3221157,8059,0.20644992589950562
1685913382.6266165,8079,0.2330426126718521
1685913383.1765215,8119,0.17765308916568756
1685913383.4587646,8139,0.6497318744659424
1685913384.043636,8179,0.21328409016132355
1685913384.59954,8219,0.153342604637146
1685913385.984769,8319,0.18114978075027466
1685913386.276024,8339,0.24842679500579834
1685913387.1260462,8399,0.18652625381946564
1685913387.409922,8419,0.17016486823558807
1685913387.6961467,8439,0.19076158106327057
1685913387.9755118,8459,0.17975176870822906
1685913388.255018,8479,0.17516449093818665
1685913388.5238829,8499,0.3611207604408264
1685913389.1017897,8539,0.2071971297264099
1685913389.6625624,8579,0.18904119729995728
1685913390.2279437,8619,0.2530977725982666
1685913390.7573094,8659,0.18263408541679382
1685913391.5815926,8719,0.17882134020328522
1685913391.8948746,8739,0.17302145063877106
1685913392.7184272,8799,0.22316260635852814
1685913393.0041742,8819,0.20558978617191315
1685913393.265825,8839,0.17998142540454865
1685913393.5349262,8859,0.16940869390964508
1685913400.5306756,8899,0.16515956819057465
1685913400.8190494,8919,0.18878880143165588
1685913401.6746652,8979,0.15555520355701447
1685913401.9568624,8999,0.1682683676481247
1685913402.4980683,9039,0.16732512414455414
1685913403.321012,9099,0.19081652164459229
1685913403.608072,9119,0.202100932598114
1685913404.1655712,9159,0.14835184812545776
1685913404.4404898,9179,0.22989749908447266
1685913404.7208407,9199,0.16508032381534576
1685913405.0073907,9219,0.19563990831375122
1685913405.2913585,9239,0.199496790766716
1685913405.5729482,9259,0.16808658838272095
1685913405.862439,9279,0.15300704538822174
1685913406.1588511,9299,0.1588590294122696
1685913406.4157364,9319,0.23425260186195374
1685913406.708393,9339,0.26669931411743164
1685913406.9797928,9359,0.21578560769557953
1685913407.2608497,9379,0.1721169650554657
1685913407.5439882,9399,0.1498325616121292
1685913407.839869,9419,0.17383547127246857
1685913408.1184442,9439,0.18732351064682007
1685913408.6893888,9479,0.201462522149086
1685913408.9616084,9499,0.21179623901844025
1685913409.8117986,9559,0.18028809130191803
1685913410.1200097,9579,0.16079989075660706
1685913411.228447,9659,0.1985754370689392
1685913412.0743723,9719,0.1970909684896469
1685913412.3627794,9739,0.19912098348140717
1685913412.9313538,9779,0.21994169056415558
1685913413.1940758,9799,0.24942289292812347
1685913413.77124,9839,0.18065893650054932
1685913414.061906,9859,0.38378074765205383
1685913414.3459513,9879,0.1897861212491989
1685913415.21055,9939,0.30852290987968445
1685913415.4931858,9959,0.18780896067619324
1685913416.0690472,9999,0.1883060336112976
1685913417.181594,10079,0.18456827104091644
1685913417.4525993,10099,0.18901237845420837
1685913418.0090785,10139,0.19467860460281372
1685913418.2701898,10159,0.16546344757080078
1685913418.5371692,10179,0.19634878635406494
1685913418.8118713,10199,0.1684321016073227
1685913419.110006,10219,0.6095227003097534
1685913419.424151,10239,0.19088630378246307
1685913419.7063532,10259,0.20574842393398285
1685913420.2563107,10299,0.2840321362018585
1685913420.5276608,10319,0.19145314395427704
1685913420.810226,10339,0.16171090304851532
1685913421.094719,10359,0.1592201292514801
1685913421.3673666,10379,0.22767134010791779
1685913421.634807,10399,0.35852858424186707
1685913421.9098248,10419,0.23353628814220428
1685913422.7840223,10479,0.1811065673828125
1685913423.0518336,10499,0.2247033268213272
1685913423.341195,10519,0.1492772251367569
1685913424.9843962,10639,0.28487566113471985
1685913431.9197567,10679,0.18658943474292755
1685913432.2283144,10699,0.155018612742424
1685913432.5006666,10719,0.19008363783359528
1685913432.7747734,10739,0.15722240507602692
1685913433.0667195,10759,0.21584299206733704
1685913433.3303568,10779,0.20951783657073975
1685913433.598389,10799,0.16015556454658508
1685913433.8788345,10819,0.14627139270305634
1685913434.1541975,10839,0.16549618542194366
1685913434.4659064,10859,0.17038950324058533
1685913434.749965,10879,0.2355452924966812
1685913435.0205424,10899,0.30120354890823364
1685913435.3174505,10919,0.17983509600162506
1685913435.5974872,10939,0.1636665314435959
1685913435.87462,10959,0.19332727789878845
1685913436.1592402,10979,0.17833267152309418
1685913436.4512243,10999,0.17828764021396637
1685913437.0103414,11039,0.18258748948574066
1685913437.2958322,11059,0.19003751873970032
1685913437.5694568,11079,0.22672393918037415
1685913438.1371036,11119,0.19747179746627808
1685913438.6880515,11159,0.18327544629573822
1685913439.2488549,11199,0.22736072540283203
1685913439.5385134,11219,0.1757141500711441
1685913440.4231682,11279,0.23130381107330322
1685913440.7246435,11299,0.29951509833335876
1685913441.0029297,11319,0.17296575009822845
1685913441.5388772,11359,0.15650194883346558
1685913441.8248737,11379,0.2353857457637787
1685913442.1011276,11399,0.16502463817596436
1685913442.6620772,11439,0.20625054836273193
1685913442.9528153,11459,0.173369899392128
1685913443.233466,11479,0.17374275624752045
1685913443.5061157,11499,0.2143867015838623
1685913444.0726986,11539,0.1964525729417801
1685913444.3504055,11559,0.2033591866493225
1685913444.6328251,11579,0.18263064324855804
1685913444.892979,11599,0.1670379936695099
1685913445.1863282,11619,0.1803518384695053
1685913445.4987135,11639,0.14483721554279327
1685913445.7600965,11659,0.17973965406417847
1685913446.0572414,11679,0.15338563919067383
1685913446.3282452,11699,0.15375418961048126
1685913446.8927848,11739,0.17169050872325897
1685913447.1684797,11759,0.18603259325027466
1685913447.4548635,11779,0.13838666677474976
1685913448.3211315,11839,0.1819193959236145
1685913448.5770838,11859,0.1415526568889618
1685913448.8642936,11879,0.1538333296775818
1685913449.40772,11919,0.15716488659381866
1685913449.70562,11939,0.1662472039461136
1685913449.9825108,11959,0.16977708041667938
1685913450.2596767,11979,0.24761705100536346
1685913450.807799,12019,0.18112225830554962
1685913451.3732731,12059,0.18793968856334686
1685913451.62051,12079,0.1434996873140335
1685913451.9022887,12099,0.17255638539791107
1685913452.430556,12139,0.16672256588935852
1685913453.020854,12179,0.24756915867328644
1685913453.5654135,12219,0.21012181043624878
1685913453.886017,12239,0.14185820519924164
1685913454.1621957,12259,0.22787149250507355
1685913454.9837315,12319,0.20208489894866943
1685913456.0816736,12399,0.20426420867443085
1685913456.3780885,12419,0.511201798915863
1685913463.1200087,12439,0.2074444591999054
1685913463.3951588,12459,0.20090453326702118
1685913463.6732602,12479,0.20756612718105316
1685913464.2427647,12519,0.18491491675376892
1685913464.530679,12539,0.30509570240974426
1685913465.3621948,12599,0.14541421830654144
1685913465.6666486,12619,0.25102683901786804
1685913466.2499769,12659,0.16264142096042633
1685913466.7920673,12699,0.2270570993423462
1685913467.0688994,12719,0.1642899066209793
1685913467.896492,12779,0.17677228152751923
1685913468.463497,12819,0.1926329880952835
1685913468.7203474,12839,0.20269794762134552
1685913469.0059156,12859,0.21976397931575775
1685913469.2974558,12879,0.20606060326099396
1685913469.6158006,12899,0.2316392958164215
1685913469.8735762,12919,0.34717026352882385
1685913470.141613,12939,0.14130279421806335
1685913470.4200563,12959,0.20020098984241486
1685913470.695525,12979,0.1951788067817688
1685913470.9939458,12999,0.22820748388767242
1685913471.2637813,13019,0.19205869734287262
1685913471.542913,13039,0.2479788213968277
1685913471.8260598,13059,0.19045978784561157
1685913472.9302704,13139,0.3306937515735626
1685913473.2202935,13159,0.18331924080848694
1685913473.7792437,13199,0.14191393554210663
1685913474.3559053,13239,0.1597120314836502
1685913474.6393418,13259,0.16778047382831573
1685913474.914387,13279,0.15277773141860962
1685913475.2248244,13299,0.16925548017024994
1685913475.5086763,13319,0.22758695483207703
1685913475.7725527,13339,0.14947177469730377
1685913476.0480802,13359,0.12314212322235107
1685913476.326191,13379,0.19599835574626923
1685913476.6026263,13399,0.27512606978416443
1685913477.1552083,13439,0.20715901255607605
1685913477.4387455,13459,0.1722959578037262
1685913477.7125916,13479,0.142456516623497
1685913478.0010388,13499,0.2252444624900818
1685913478.271428,13519,0.18749648332595825
1685913478.8267944,13559,0.18534663319587708
1685913479.1201847,13579,0.2257746458053589
1685913479.433911,13599,0.1601983606815338
1685913479.6960392,13619,0.26082491874694824
1685913479.9882221,13639,0.13728609681129456
1685913480.2582655,13659,0.17282602190971375
1685913480.5391212,13679,0.13527697324752808
1685913480.8139966,13699,0.15893058478832245
1685913481.0788612,13719,0.2017793208360672
1685913481.3625495,13739,0.172261044383049
1685913481.6281297,13759,0.17008976638317108
1685913481.9032946,13779,0.25776103138923645
1685913482.1942983,13799,0.1782977432012558
1685913483.0370045,13859,0.18135561048984528
1685913483.586149,13899,0.15569081902503967
1685913484.1888123,13939,0.21548590064048767
1685913485.029484,13999,0.1457996368408203
1685913485.3201394,14019,0.19994403421878815
1685913485.5907989,14039,0.223372220993042
1685913485.8790946,14059,0.17501942813396454
1685913486.159292,14079,0.14839112758636475
1685913486.443333,14099,0.17032036185264587
1685913486.7257624,14119,0.21510976552963257
1685913487.0078228,14139,0.15243878960609436
1685913487.2890887,14159,0.18084540963172913
1685913487.56864,14179,0.16715480387210846
1685913487.8591857,14199,0.13670969009399414
1685913494.532648,14219,0.1720193475484848
1685913494.8265567,14239,0.19940915703773499
1685913495.6762261,14299,0.21175719797611237
1685913495.956061,14319,0.16379573941230774
1685913496.2300456,14339,0.20793217420578003
1685913496.8040597,14379,0.18361160159111023
1685913497.0693438,14399,0.1763305962085724
1685913497.636067,14439,0.16801682114601135
1685913497.8939605,14459,0.2784194052219391
1685913498.1774518,14479,0.2351527363061905
1685913498.4581158,14499,0.17591196298599243
1685913498.7283072,14519,0.14795562624931335
1685913499.0297525,14539,0.16494691371917725
1685913499.8649225,14599,0.13385359942913055
1685913500.1405113,14619,0.1710580587387085
1685913500.441609,14639,0.21183831989765167
1685913501.5316062,14719,0.16734185814857483
1685913501.8241143,14739,0.16745567321777344
1685913502.3839939,14779,0.21953549981117249
1685913502.6689713,14799,0.20427000522613525
1685913502.933129,14819,0.18238762021064758
1685913503.2051916,14839,0.17835690081119537
1685913503.7889178,14879,0.13397938013076782
1685913504.3615866,14919,0.1898101270198822
1685913504.6325796,14939,0.17138507962226868
1685913504.9136298,14959,0.1412995159626007
1685913505.4988542,14999,0.15856502950191498
1685913505.7879994,15019,0.4117942750453949
1685913506.0618005,15039,0.19287170469760895
1685913506.3307228,15059,0.20064197480678558
1685913506.6150064,15079,0.2780704200267792
1685913506.8845735,15099,0.32820016145706177
1685913507.155705,15119,0.18796192109584808
1685913507.4215322,15139,0.16533930599689484
1685913508.2568984,15199,0.17356093227863312
1685913508.5304284,15219,0.13725751638412476
1685913509.1036098,15259,0.15681876242160797
1685913509.3921423,15279,0.1922903060913086
1685913509.6875756,15299,0.14840437471866608
1685913509.9668126,15319,0.30878716707229614
1685913510.213497,15339,0.20950783789157867
1685913510.508564,15359,0.18650248646736145
1685913511.088333,15399,0.17859360575675964
1685913511.361845,15419,0.23160786926746368
1685913511.618177,15439,0.15881051123142242
1685913511.9173403,15459,0.14508011937141418
1685913512.1850994,15479,0.1633894145488739
1685913512.4623308,15499,0.19051328301429749
1685913512.7347584,15519,0.1753789633512497
1685913512.991393,15539,0.19686470925807953
1685913513.8878014,15599,0.16793566942214966
1685913514.1701038,15619,0.14308737218379974
1685913514.7040653,15659,0.20734481513500214
1685913514.967864,15679,0.16925068199634552
1685913515.2590137,15699,0.1582990437746048
1685913515.5296366,15719,0.19126470386981964
1685913516.0652316,15759,0.16803878545761108
1685913516.6167257,15799,0.1842406541109085
1685913516.9030983,15819,0.33363237977027893
1685913517.170062,15839,0.18664567172527313
1685913517.4421613,15859,0.18139642477035522
1685913517.7655582,15879,0.15860196948051453
1685913518.042242,15899,0.19696107506752014
1685913518.321421,15919,0.26718950271606445
1685913518.6311092,15939,0.20252647995948792
1685913519.186584,15979,0.20136836171150208
1685913525.7782218,15999,0.17133623361587524
1685913526.0672307,16019,0.12776271998882294
1685913526.6073036,16059,0.1772979348897934
1685913527.2076917,16099,0.2659752070903778
1685913527.486669,16119,0.17896036803722382
1685913527.7829502,16139,0.17345653474330902
1685913528.0606475,16159,0.2532336413860321
1685913528.3382213,16179,0.16530147194862366
1685913528.6184409,16199,0.1917034387588501
1685913529.2080798,16239,0.20883873105049133
1685913529.481279,16259,0.16814076900482178
1685913529.757434,16279,0.1726159006357193
1685913530.3452964,16319,0.17743761837482452
1685913530.600977,16339,0.16452430188655853
1685913531.1904807,16379,0.1621195673942566
1685913532.0594637,16439,0.19552116096019745
1685913532.621238,16479,0.12388293445110321
1685913532.8900228,16499,0.1546817570924759
1685913533.177782,16519,0.19002476334571838
1685913534.0046797,16579,0.14914576709270477
1685913534.2924592,16599,0.16440103948116302
1685913534.8417323,16639,0.1373620331287384
1685913535.1155999,16659,0.17287535965442657
1685913535.6641474,16699,0.154307022690773
1685913535.967903,16719,0.19745832681655884
1685913536.238147,16739,0.17379380762577057
1685913536.7943194,16779,0.20641246438026428
1685913537.0857875,16799,0.16082431375980377
1685913537.939389,16859,0.21783368289470673
1685913538.2116005,16879,0.15058209002017975
1685913538.752654,16919,0.2064817100763321
1685913539.03046,16939,0.17043186724185944
1685913539.3025982,16959,0.17352452874183655
1685913539.5744076,16979,0.15561789274215698
1685913540.1211226,17019,0.1762131303548813
1685913540.398662,17039,0.2320997267961502
1685913540.6716065,17059,0.16470271348953247
1685913540.9640055,17079,0.16071881353855133
1685913541.5384898,17119,0.1565108597278595
1685913542.082564,17159,0.20608340203762054
1685913542.6417315,17199,0.20219816267490387
1685913542.9056926,17219,0.15877434611320496
1685913543.1921177,17239,0.14237616956233978
1685913543.448584,17259,0.18372495472431183
1685913543.7018025,17279,0.15564559400081635
1685913544.8423426,17359,0.16248095035552979
1685913545.1286561,17379,0.16579271852970123
1685913545.3935344,17399,0.1453266143798828
1685913545.7108674,17419,0.1568879783153534
1685913545.9757829,17439,0.15545301139354706
1685913546.5275514,17479,0.16274143755435944
1685913546.807066,17499,0.13170096278190613
1685913547.0562263,17519,0.16229818761348724
1685913547.3674645,17539,0.13413362205028534
1685913547.652883,17559,0.16158193349838257
1685913547.940159,17579,0.14869219064712524
1685913548.2286563,17599,0.15586142241954803
1685913548.5576556,17619,0.1586313098669052
1685913548.8896728,17639,0.2089158296585083
1685913549.1615977,17659,0.17529332637786865
1685913549.7833567,17699,0.20373791456222534
1685913550.0707705,17719,0.16500046849250793
1685913550.3789058,17739,0.18955761194229126
1685913550.68795,17759,0.20921878516674042
1685913557.3079088,17779,0.21514852344989777
1685913557.5869174,17799,0.16588036715984344
1685913557.8521812,17819,0.16734515130519867
1685913558.4394455,17859,0.15586933493614197
1685913558.7212594,17879,0.15273144841194153
1685913558.9869804,17899,0.19713909924030304
1685913559.2572525,17919,0.2486095428466797
1685913559.523835,17939,0.15695607662200928
1685913559.7964957,17959,0.21122156083583832
1685913560.3715067,17999,0.1452816277742386
1685913560.6540742,18019,0.15027891099452972
1685913561.7737749,18099,0.15206415951251984
1685913562.049434,18119,0.16826607286930084
1685913562.6418364,18159,0.1827480047941208
1685913562.9279811,18179,0.1929710954427719
1685913563.1812484,18199,0.1843847781419754
1685913563.466071,18219,0.13904745876789093
1685913563.7618263,18239,0.1473529040813446
1685913564.0475256,18259,0.161300927400589
1685913564.322652,18279,0.20273281633853912
1685913564.8848755,18319,0.12762567400932312
1685913565.1898067,18339,0.13913469016551971
1685913565.4808936,18359,0.1538711041212082
1685913565.7508972,18379,0.1946406215429306
1685913566.3000915,18419,0.17996737360954285
1685913566.5877888,18439,0.15393374860286713
1685913566.8516586,18459,0.17068268358707428
1685913567.145125,18479,0.15061740577220917
1685913567.4257991,18499,0.18239353597164154
1685913567.7156124,18519,0.14649362862110138
1685913569.3804078,18639,0.1600189357995987
1685913569.6453612,18659,0.13777834177017212
1685913569.9430745,18679,0.1836424469947815
1685913570.1896462,18699,0.16815848648548126
1685913570.4650962,18719,0.17537401616573334
1685913571.6189451,18799,0.15162473917007446
1685913572.4560404,18859,0.19777745008468628
1685913572.7408044,18879,0.25581222772598267
1685913573.2984607,18919,0.15947140753269196
1685913574.1170309,18979,0.1544940173625946
1685913574.3950005,18999,0.17414024472236633
1685913574.9411502,19039,0.20928889513015747
1685913575.2157352,19059,0.17691773176193237
1685913575.4830422,19079,0.17948490381240845
1685913575.7688112,19099,0.14930251240730286
1685913576.3354213,19139,0.16135556995868683
1685913576.6241877,19159,0.1358945518732071
1685913576.8943467,19179,0.14086562395095825
1685913577.1590307,19199,0.2812958061695099
1685913577.4297998,19219,0.25766751170158386
1685913577.7362835,19239,0.14946839213371277
1685913578.0126941,19259,0.17405544221401215
1685913578.2721038,19279,0.19428272545337677
1685913578.5761104,19299,0.1767129898071289
1685913579.1344433,19339,0.4017101228237152
1685913579.4002535,19359,0.1653684377670288
